Error: missing newline in D:\VuGen\Scripts2\Script\UC1_ReservAdd\..\fileDat\users.dat	[MsgId: MERR-13874]
Action.c(211): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(211): Notify: Parameter Substitution: parameter "depart_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(211): Notify: Parameter Substitution: parameter "arrive_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(211): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(211): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(213): web_submit_data("reservations.pl") started  	[MsgId: MMSG-26355]
Action.c(213): Notify: Parameter Substitution: parameter "depart_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "arrive_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "returnDate" =  "11/15/2023"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "numPassengerRand" =  "4"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "seat_Pref" =  "Window"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "seat_Type" =  "Business"	[MsgId: MMSG-13992]
Action.c(213): Notify: Saving Parameter "outboundflighting_1 = 800;1148;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_2 = 801;1023;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_3 = 802;1085;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_4 = 803;939;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(213): Notify: Saving Parameter "outboundflighting_count = 4".	[MsgId: MMSG-13798]
Action.c(213): Registered web_reg_find successful for "Text=Find Flight" (count=1)  	[MsgId: MMSG-26364]
Action.c(213): Registered web_reg_find successful for "Text=Flight departing from <B>Sydney</B> to <B>Denver</B> on <B>11/14/2023</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(213): web_submit_data("reservations.pl") was successful, 2447 body bytes, 256 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(238): Notify: Parameter Substitution: parameter "outboundflighting_count" =  "4"	[MsgId: MMSG-13992]
Action.c(238): Notify: Parameter Substitution: parameter "outboundflighting_3" =  "802;1085;11/14/2023"	[MsgId: MMSG-13992]
Action.c(238): Notify: Saving Parameter "outboundFlight = 802;1085;11/14/2023".	[MsgId: MMSG-13798]
Action.c(241): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(241): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(243): web_submit_data("reservations.pl_2") started  	[MsgId: MMSG-26355]
Action.c(243): Notify: Parameter Substitution: parameter "outboundFlight" =  "802;1085;11/14/2023"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "numPassengerRand" =  "4"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "seat_Type" =  "Business"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "seat_Pref" =  "Window"	[MsgId: MMSG-13992]
Action.c(243): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(243): Registered web_reg_find successful for "Text=Payment Details" (count=1)  	[MsgId: MMSG-26364]
Action.c(243): web_submit_data("reservations.pl_2") was successful, 2930 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(261): web_remove_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(261): Previous automatically added web header for "Origin" removed  	[MsgId: MMSG-26587]
Action.c(261): web_remove/revert_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(263): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(263): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(263): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(265): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(265): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(265): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(267): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(267): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(270): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(270): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(273): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(273): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(276): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(280): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(280): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(280): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(287): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(287): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(289): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(289): Notify: Next row for parameter creditCard = 1 [table  = creditCard].	[MsgId: MMSG-13876]
Action.c(289): Notify: Parameter Substitution: parameter "creditCard" =  "111111111"	[MsgId: MMSG-13992]
Action.c(289): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(291): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(291): Notify: Parameter Substitution: parameter "depart_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(291): Notify: Parameter Substitution: parameter "arrive_City" =  "Los Angeles"	[MsgId: MMSG-13992]
Action.c(291): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(360): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(360): Notify: Parameter Substitution: parameter "numPassengerRand" =  "3"	[MsgId: MMSG-13992]
Action.c(360): Notify: Parameter Substitution: parameter "seat_Type" =  "First"	[MsgId: MMSG-13992]
Action.c(360): Notify: Parameter Substitution: parameter "depart_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(360): Notify: Parameter Substitution: parameter "arrive_City" =  "Los Angeles"	[MsgId: MMSG-13992]
Action.c(360): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(361): web_submit_data("reservations.pl_5") started  	[MsgId: MMSG-26355]
Action.c(361): Notify: Next row for parameter firstName = 1 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(361): Notify: Parameter Substitution: parameter "firstName" =  "Jojo"	[MsgId: MMSG-13992]
Action.c(361): Notify: Next row for parameter lastName = 1 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(361): Notify: Parameter Substitution: parameter "lastName" =  "Bean"	[MsgId: MMSG-13992]
Action.c(361): Notify: Next row for parameter streetUser = 1 [table  = streetUser].	[MsgId: MMSG-13876]
Action.c(361): Notify: Parameter Substitution: parameter "streetUser" =  "Krasnoselckaya"	[MsgId: MMSG-13992]
Action.c(361): Notify: Next row for parameter cityUser = 1 [table  = cityUser].	[MsgId: MMSG-13876]
Action.c(361): Notify: Parameter Substitution: parameter "cityUser" =  "Moscow"	[MsgId: MMSG-13992]
Action.c(361): Notify: Next row for parameter firstName = 1 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(361): Notify: Parameter Substitution: parameter "firstName" =  "Jojo"	[MsgId: MMSG-13992]
Action.c(361): Notify: Next row for parameter lastName = 1 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(361): Notify: Parameter Substitution: parameter "lastName" =  "Bean"	[MsgId: MMSG-13992]
Action.c(361): Notify: Next row for parameter randFirstName = 10 [table  = randFirstName].	[MsgId: MMSG-13876]
Action.c(361): Notify: Getting new value for parameter 'randFirstName': table = '..\fileDat\users.dat' column = '2' row = '10'.	[MsgId: MMSG-13877]
Action.c(361): Notify: Parameter Substitution: parameter "randFirstName" =  "Liza"	[MsgId: MMSG-13992]
Action.c(361): Notify: Parameter Substitution: parameter "randLastName" =  "denis"	[MsgId: MMSG-13992]
Action.c(361): Notify: Next row for parameter randFirstName = 5 [table  = randFirstName].	[MsgId: MMSG-13876]
Action.c(361): Notify: Getting new value for parameter 'randFirstName': table = '..\fileDat\users.dat' column = '2' row = '5'.	[MsgId: MMSG-13877]
Action.c(361): Notify: Parameter Substitution: parameter "randFirstName" =  "Pavel"	[MsgId: MMSG-13992]
Action.c(361): Notify: Parameter Substitution: parameter "randLastName" =  "denis"	[MsgId: MMSG-13992]
Action.c(361): Notify: Next row for parameter creditCard = 1 [table  = creditCard].	[MsgId: MMSG-13876]
Action.c(361): Notify: Parameter Substitution: parameter "creditCard" =  "111111111"	[MsgId: MMSG-13992]
Action.c(361): Notify: Next row for parameter expCreditCard = 1 [table  = expCreditCard].	[MsgId: MMSG-13876]
Action.c(361): Notify: Parameter Substitution: parameter "expCreditCard" =  "123"	[MsgId: MMSG-13992]
Action.c(361): Notify: Parameter Substitution: parameter "numPassengerRand" =  "3"	[MsgId: MMSG-13992]
Action.c(361): Notify: Parameter Substitution: parameter "seat_Type" =  "First"	[MsgId: MMSG-13992]
Action.c(361): Notify: Parameter Substitution: parameter "seat_Pref" =  "Aisle"	[MsgId: MMSG-13992]
Action.c(361): Notify: Parameter Substitution: parameter "outboundFlight" =  "031;420;11/14/2023"	[MsgId: MMSG-13992]
Action.c(361): Notify: Saving Parameter "fligting =  1pm : Flight 031 leaves Denver  for Los Angeles".	[MsgId: MMSG-13798]
Action.c(361): Found resource "http://localhost:1080/WebTours/images/bookanother.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl"  	[MsgId: MMSG-26659]
Action.c(361): Registered web_reg_find successful for "Text=<B>Thank you for booking through Web Tours.</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(361): Registered web_reg_find successful for "Text=Total Charged to Credit Card # 111111111" (count=1)  	[MsgId: MMSG-26364]
Action.c(361): Registered web_reg_find successful for "Text=leaves Denver  for Los Angeles" (count=1)  	[MsgId: MMSG-26364]
Action.c(361): Registered web_reg_find successful for "Text=<b><u>3 First Class tickets from Denver to Los Angeles.</u></b>" (count=1)  	[MsgId: MMSG-26364]
Action.c(361): web_submit_data("reservations.pl_5") was successful, 3295 body bytes, 659 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(428): Notify: Transaction "ReservTicket" ended with a "Pass" status (Duration: 10,2906 Think Time: 10,0260 Wasted Time: 0,0003).	[MsgId: MMSG-16870]
Action.c(432): Notify: Transaction "LogOut" started.	[MsgId: MMSG-16999]
Action.c(434): web_add_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(434): web_add_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(437): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(437): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(440): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(280): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(280): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(280): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(287): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(287): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(289): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(289): Notify: Next row for parameter creditCard = 7 [table  = creditCard].	[MsgId: MMSG-13876]
Action.c(289): Notify: Parameter Substitution: parameter "creditCard" =  "777777777"	[MsgId: MMSG-13992]
Action.c(289): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(291): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(291): Notify: Parameter Substitution: parameter "depart_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(291): Notify: Parameter Substitution: parameter "arrive_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(291): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(394): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(394): Notify: Parameter Substitution: parameter "numPassengerRand" =  "4"	[MsgId: MMSG-13992]
Action.c(394): Notify: Parameter Substitution: parameter "seat_Type" =  "Business"	[MsgId: MMSG-13992]
Action.c(394): Notify: Parameter Substitution: parameter "depart_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(394): Notify: Parameter Substitution: parameter "arrive_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(394): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(395): web_submit_data("reservations.pl_5") started  	[MsgId: MMSG-26355]
Action.c(395): Notify: Next row for parameter firstName = 7 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(395): Notify: Parameter Substitution: parameter "firstName" =  "Timur"	[MsgId: MMSG-13992]
Action.c(395): Notify: Next row for parameter lastName = 7 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(395): Notify: Parameter Substitution: parameter "lastName" =  "Gover"	[MsgId: MMSG-13992]
Action.c(395): Notify: Next row for parameter streetUser = 7 [table  = streetUser].	[MsgId: MMSG-13876]
Action.c(395): Notify: Parameter Substitution: parameter "streetUser" =  "Tutnaya"	[MsgId: MMSG-13992]
Action.c(395): Notify: Next row for parameter cityUser = 7 [table  = cityUser].	[MsgId: MMSG-13876]
Action.c(395): Notify: Parameter Substitution: parameter "cityUser" =  "Moskow"	[MsgId: MMSG-13992]
Action.c(395): Notify: Next row for parameter firstName = 7 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(395): Notify: Parameter Substitution: parameter "firstName" =  "Timur"	[MsgId: MMSG-13992]
Action.c(395): Notify: Next row for parameter lastName = 7 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(395): Notify: Parameter Substitution: parameter "lastName" =  "Gover"	[MsgId: MMSG-13992]
Action.c(395): Notify: Getting new value for parameter 'randFirstName': table = '..\fileDat\users.dat' column = '2' row = '2'.	[MsgId: MMSG-13877]
Action.c(395): Notify: Parameter Substitution: parameter "randFirstName" =  "Denis"	[MsgId: MMSG-13992]
Action.c(395): Notify: Parameter Substitution: parameter "randLastName" =  "jojo"	[MsgId: MMSG-13992]
Action.c(395): Notify: Next row for parameter randFirstName = 3 [table  = randFirstName].	[MsgId: MMSG-13876]
Action.c(395): Notify: Getting new value for parameter 'randFirstName': table = '..\fileDat\users.dat' column = '2' row = '3'.	[MsgId: MMSG-13877]
Action.c(395): Notify: Parameter Substitution: parameter "randFirstName" =  "Denis"	[MsgId: MMSG-13992]
Action.c(395): Notify: Parameter Substitution: parameter "randLastName" =  "jojo"	[MsgId: MMSG-13992]
Action.c(395): Notify: Next row for parameter randFirstName = 5 [table  = randFirstName].	[MsgId: MMSG-13876]
Action.c(395): Notify: Getting new value for parameter 'randFirstName': table = '..\fileDat\users.dat' column = '2' row = '5'.	[MsgId: MMSG-13877]
Action.c(395): Notify: Parameter Substitution: parameter "randFirstName" =  "Pavel"	[MsgId: MMSG-13992]
Action.c(395): Notify: Parameter Substitution: parameter "randLastName" =  "jojo"	[MsgId: MMSG-13992]
Action.c(395): Notify: Next row for parameter creditCard = 7 [table  = creditCard].	[MsgId: MMSG-13876]
Action.c(395): Notify: Parameter Substitution: parameter "creditCard" =  "777777777"	[MsgId: MMSG-13992]
Action.c(395): Notify: Next row for parameter expCreditCard = 7 [table  = expCreditCard].	[MsgId: MMSG-13876]
Action.c(395): Notify: Parameter Substitution: parameter "expCreditCard" =  "123"	[MsgId: MMSG-13992]
Action.c(395): Notify: Parameter Substitution: parameter "numPassengerRand" =  "4"	[MsgId: MMSG-13992]
Action.c(395): Notify: Parameter Substitution: parameter "seat_Type" =  "Business"	[MsgId: MMSG-13992]
Action.c(395): Notify: Parameter Substitution: parameter "seat_Pref" =  "Window"	[MsgId: MMSG-13992]
Action.c(395): Notify: Parameter Substitution: parameter "outboundFlight" =  "802;1085;11/14/2023"	[MsgId: MMSG-13992]
Action.c(395): Notify: Saving Parameter "fligting =  5pm : Flight 802 leaves Sydney  for Denver".	[MsgId: MMSG-13798]
Action.c(395): Found resource "http://localhost:1080/WebTours/images/bookanother.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl"  	[MsgId: MMSG-26659]
Action.c(395): Registered web_reg_find successful for "Text=<B>Thank you for booking through Web Tours.</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(395): Registered web_reg_find successful for "Text=Total Charged to Credit Card # 777777777" (count=1)  	[MsgId: MMSG-26364]
Action.c(395): Registered web_reg_find successful for "Text=leaves Sydney  for Denver" (count=1)  	[MsgId: MMSG-26364]
Action.c(395): Registered web_reg_find successful for "Text=<b><u>4 Business Class tickets from Sydney to Denver.</u></b>" (count=1)  	[MsgId: MMSG-26364]
Action.c(395): web_submit_data("reservations.pl_5") was successful, 3290 body bytes, 668 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(428): Notify: Transaction "ReservTicket" ended with a "Pass" status (Duration: 10,2834 Think Time: 10,0240 Wasted Time: 0,0004).	[MsgId: MMSG-16870]
Action.c(432): Notify: Transaction "LogOut" started.	[MsgId: MMSG-16999]
Action.c(434): web_add_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
